295;0.03
296;0.03
297;0.02
298;0.02
299;0.04
300;0.03
301;0.03
302;0.03
303;0.03
304;0.03
305;0.02
306;0.03
307;0.03
308;0.03
309;0.03
310;0.03
311;0.03
312;0.03
313;0.03
314;0.03
315;0.02
316;0.03
317;0.03
318;0.02
319;0.02
320;0.02
321;0.03
322;0.02
323;0.03
324;0.03
325;0.03
326;0.02
327;0.03
328;0.02
329;0.02
330;0.02
331;0.02
332;0.02
333;0.02
334;0.03
335;0.02
336;0.02
337;0.02
338;0.03
339;0.02
340;0.02
341;0.02
342;0.02
343;0.02
344;0.02
345;0.02
346;0.02
347;0.02
348;0.02
349;0.02
350;0.02
351;0.02
352;0.02
353;0.02
354;0.02
355;0.02
356;0.02
357;0.02
358;0.02
359;0.02
360;0.02
361;0.02
362;0.02
363;0.02
364;0.02
365;0.02
366;0.02
367;0.02
368;0.02
369;0.02
370;0.02
371;0.02
372;0.02
373;0.02
374;0.02
375;0.02
376;0.02
377;0.02
378;0.02
379;0.02
380;0.02
381;0.02
382;0.02
383;0.02
384;0.02
385;0.02
386;0.02
387;0.02
388;0.02
389;0.02
390;0.02
391;0.02
392;0.02
393;0.02
394;0.02
395;0.02
396;0.02
397;0.02
398;0.02
399;0.02
400;0.02
401;0.02
402;0.02
403;0.02
404;0.02
405;0.02
406;0.01
407;0.02
408;0.01
409;0.02
410;0.02
411;0.02
412;0.02
413;0.02
414;0.01
415;0.01
416;0.02
417;0.02
418;0.02
419;0.02
420;0.02
421;0.02
422;0.02
423;0.02
424;0.01
425;0.02
426;0.01
427;0.02
428;0.01
429;0.02
430;0.01
431;0.02
432;0.02
433;0.02
434;0.02
435;0.02
436;0.01
437;0.02
438;0.02
439;0.02
440;0.02
441;0.01
442;0.02
443;0.01
444;0.01
445;0.01
446;0.02
447;0.02
448;0.01
449;0.01
450;0.01
451;0.02
452;0.02
453;0.02
454;0.01
455;0.01
456;0.01
457;0.02
458;0.01
459;0.02
460;0.01
461;0.01
462;0.01
463;0.01
464;0.02
465;0.01
466;0.02
467;0.01
468;0.01
469;0.02
470;0.01
471;0.01
472;0.01
473;0.01
474;0.01
475;0.01
476;0.02
477;0.01
478;0.02
479;0.01
480;0.01
481;0.01
482;0.01
483;0.01
484;0.01
485;0.01
486;0.01
487;0.01
488;0.01
489;0.01
490;0.01
491;0.01
492;0.02
493;0.01
494;0.01
495;0.01
496;0.01
497;0.01
498;0.01
